name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ENSG00000001036,0.020957105,-0.263771,-0.0188947,0.31214273,-0.028964184,0.08893724,0.10859391,0.10391956,0.009727801,-0.20926641,0.80603653,0.014175082,0.24719507,0.2420493,-0.06199856,-0.28471804,-0.16270983,-0.12930652,0.10847853,-0.02105505,0.018996488,-0.079573795,0.23165217,0.07156765,-0.44871342,-0.07687222,-0.081639834,0.28425097,0.03488496,-0.5627159,0.026777867,0.24965642,0.10251215,0.033145893,0.17378502,-0.07454561,0.06561951,-0.104794025,-0.019401737,0.24778013,-0.097047016,-0.07735154,-0.29088214,0.04752617,-0.0027419436,-0.09481054,-0.18477987,0.24040441,0.21436815,-0.25887248,-0.027450008,-0.105990775,0.19450656,-0.26818535,-0.055146962,-0.10730346,-0.21532965,-0.23518634,0.07069337,-0.13929276,0.062385127,0.48890817,-0.16623697,-0.13641739
ENSG00000001461,-0.050846513,0.21403588,0.033049718,-0.13933218,-0.07551996,0.311737,0.041226506,-0.30879635,-0.44468206,0.26429462,0.35720956,-0.22246747,-0.029579006,-0.06320373,-0.0069938675,-0.23418188,0.27407375,-0.050615977,0.16968851,-0.1474213,-0.17780021,-0.081082106,-0.05165694,-0.19571108,0.10422163,-0.153874,-0.3566972,0.21606939,0.12583928,0.28701684,0.037611436,-0.46102545,0.5085887,0.029329183,0.15988818,-0.055335917,-0.29671794,0.47868738,0.36471134,0.16733688,0.24654335,-0.046445604,0.10822219,0.70954996,0.16519547,0.13529103,0.33456632,-0.15546311,-0.23639908,0.41008714,0.5718041,-0.029496986,-0.063324645,0.24370971,-0.0831515,-0.1666692,0.1988476,-0.21440926,0.16223146,-0.14301205,-0.048996728,0.09951726,0.30587167,0.6876343
ENSG00000001561,-0.6451432,0.21157658,-0.1809486,-0.09981739,-0.2594957,0.3133859,-0.10919451,-0.24786831,0.051692337,0.03681744,-0.036857154,-0.22849283,-0.21879733,-0.038450085,0.29845607,0.008777999,-0.42796612,0.046970148,0.6660667,0.12981653,-0.26572204,-0.09807619,-0.44762155,-0.03004278,0.15128593,0.69320184,0.08291809,-0.5984598,-0.16497386,-0.26712954,-0.06477011,0.14703643,-0.047236197,0.13791952,-0.1736774,-0.21194999,-0.39638597,-0.22739562,0.15984716,0.2398359,0.04718286,-0.084487975,0.08620233,0.12147418,-0.33571333,-0.008244755,0.19606957,0.46888128,-0.6362744,-0.09827819,0.09345864,0.30277073,-0.5620599,0.095138445,1.1141641,-0.38407665,0.28931728,-0.25784862,-0.31421205,0.0045088087,0.21895804,-0.17033915,0.2517355,-0.3645449
ENSG00000001630,0.043403026,-0.1433757,0.0395808,0.087182075,-0.103060186,-0.006795559,0.11508187,0.060237125,0.13278948,-0.15790582,-0.15847087,0.17363171,0.10318034,0.10627345,-0.09306885,0.05657417,-0.045053907,0.07862303,0.039901998,0.31754863,0.15624057,-0.04430554,0.047012243,0.105024196,-0.08532079,-0.009621371,-0.15509456,-0.11011107,0.11856843,-0.095448025,0.09343019,0.09994261,0.12944235,0.13885494,0.21380746,-0.11032701,0.17370537,-0.12135286,-0.28837848,-0.026904445,-0.07191901,-0.06768104,-0.08652239,0.027503971,-0.003789735,0.118633725,-0.09862353,0.30833486,0.06836347,-0.23410085,-0.025440006,-0.011106578,0.03080515,-0.1296229,-0.12975779,0.023020135,-0.10189673,-0.010694122,-0.036728907,-0.42619315,0.05714935,-0.047286805,0.07598432,-0.22010858
ENSG00000001631,-0.0803764,0.35912693,0.17266297,-0.25678286,0.14385265,-0.57318777,-0.27890414,0.18387578,0.2090499,-0.19177672,-0.3252496,0.19983456,0.042804446,0.09586981,0.19926722,-0.20946687,-0.2667001,0.11491489,0.26588407,0.18614346,-0.52164704,-0.035617787,-0.008510114,-0.2560639,-0.17460032,0.06505822,-0.22802511,0.371119,-0.43858758,-0.43843257,0.5128074,0.3878619,-0.18168963,-0.0738757,0.13426,-0.11231681,-0.43138015,-0.5875829,0.25946423,-0.10730919,0.13307862,0.03733086,-0.0109550245,0.3887861,-0.17863168,-0.06206222,-0.24247989,0.2210064,0.3818357,0.48055422,-0.12792027,-0.3674565,0.13224283,0.13108955,-0.26829454,-0.060897395,-0.06933521,0.050543845,-0.44928765,-0.32323432,-0.20036034,-0.5819416,-0.35030967,0.4964671
ENSG00000002587,0.30785847,0.009855379,-0.12158257,-0.27193782,0.050191764,0.087073416,-0.014372575,-0.3774489,0.43064937,-0.05173099,-0.024348363,0.10200181,0.06426399,-0.5097629,0.07754202,0.3870221,-0.054572575,0.14378504,0.066378996,-0.2959134,-0.0061311657,-0.20927177,0.27596745,0.37256977,0.3879338,-0.06426359,-0.096259534,0.026862692,-0.09943321,1.0958215,0.044657286,-0.15120365,0.046493273,-0.048293892,-0.26821095,0.2921762,0.01033479,0.3783541,-0.17771143,0.71397066,-0.05134588,-0.015134943,0.08175433,0.19149671,0.079122126,0.43591267,0.057360552,0.7278777,0.16338415,0.120956264,-0.060473915,0.6273757,0.30924892,-0.45592585,-0.16830418,0.09557212,-0.035923235,-0.5081377,0.1375895,-0.082298175,-0.24430662,-0.35407454,-0.07204996,0.007551316
ENSG00000002746,0.26818326,0.5832825,0.20849784,0.0064731585,-0.29625294,0.6059137,-0.016838696,-0.09300304,0.15232518,-0.33348346,-0.013216764,0.5127342,-0.6705262,-0.4965383,0.39429963,0.44001073,0.059168532,-0.19615284,0.024317298,0.27904418,-0.01648213,-0.23763804,0.075862356,0.33602867,0.3699709,-0.55127716,0.06115265,0.1914218,0.4555305,0.40464956,-0.29046988,-0.10800497,-0.023236047,-0.02074763,0.004432684,-0.45305097,0.11944404,-0.07901235,0.36970833,0.12279551,0.16435748,-0.19479717,-0.36413366,0.13948834,0.095453314,-0.0780948,0.19399634,-0.11040776,0.2875542,-0.27958727,0.2797175,0.6876656,0.26461464,-0.33215344,-0.11681348,-0.11714152,-0.16151287,-0.4909726,-0.22811861,-0.14156456,-0.2904349,-0.29514384,-0.19910322,-0.91372657
ENSG00000003056,0.018610362,0.020076621,0.08988922,-0.14271793,0.1641495,-0.11856294,0.13246882,0.72142404,0.41410702,0.42668095,-0.35443822,0.22578977,0.06304872,0.03424025,-0.3994423,-0.08924576,0.0031755487,-0.046728462,-0.13046621,0.22960073,-0.25547644,-0.040114414,0.119258724,0.34270117,-0.030627927,-0.40851235,0.6603414,0.021745287,-0.26235822,-0.29442507,-0.36462134,0.31592047,0.20815131,0.32431284,-0.039081186,-0.11135024,0.11981018,-0.19669387,-0.33413276,0.1463965,-0.08374624,-0.1355133,0.22110292,-0.034885526,-0.22559677,-0.04121338,0.16984423,0.030832253,0.338265,-0.12434136,0.29295713,-0.44253725,-0.22822985,-0.1468659,-0.22497119,0.21923354,0.25124988,0.15550965,0.21584217,0.16365881,-0.037543178,-0.25701556,-0.38146678,0.37996855
ENSG00000003137,0.05358119,0.030839195,0.18860538,-0.0048237555,-0.064636506,0.16256924,0.09106449,0.27054974,-0.011382412,-0.006870107,-0.056971632,0.19544628,-0.5051523,0.19888234,-0.14887981,0.052503683,-0.22277887,0.005474369,0.14637733,0.15065153,-0.17624028,-0.12054823,0.019199533,0.12679085,0.030546429,-0.15853277,-0.14564641,-0.1221652,0.09465133,-0.098590314,0.059700634,0.15342364,0.1520604,-0.04208403,0.09300632,-0.032021265,0.19769059,-0.08360888,-0.14892815,0.068869494,-0.3081979,-0.06658601,0.03309662,-0.08436615,-0.05162398,-0.06865124,-0.13362047,0.11122326,-0.094854474,-0.17184576,-0.1895633,0.0491455,0.14733139,-0.02743914,-0.07570168,0.08609975,-0.091107145,0.029383438,-0.00037047392,-0.1321696,0.03710063,-0.6648181,0.016033432,-0.18449251
ENSG00000003393,0.1682959,-0.1906241,-0.31487268,-0.22126524,-0.18213996,0.062426798,-1.0159981,0.12661813,0.20603006,-0.13544805,-0.30713722,0.27006817,0.044087134,0.6111925,-0.3857636,0.09284219,-0.40274632,0.32017216,0.19063288,0.27998787,0.35690975,0.1868554,-0.19215079,-0.18440793,0.2052283,0.72917056,0.021750612,0.50906616,-0.20885393,-0.32533458,-0.11638591,0.120558724,-0.3581036,-0.21097101,-0.06579806,-0.23504975,0.029262247,0.072549686,0.13865104,-0.23667145,0.32176247,0.26412117,-0.2982098,0.097669795,0.1355445,0.24928963,-0.29010025,0.044913113,0.3647039,0.061469965,-0.3975512,-0.21660854,-0.07059546,0.17062373,-0.4694185,0.22643113,-0.25484636,0.26266187,0.29965368,-0.13916038,-0.13935256,0.88578284,-0.18406908,-0.0026768022
ENSG00000003402,-0.07862079,0.18573898,0.19250286,0.38774955,-1.1395916,0.001008519,0.049032092,0.02754023,-0.0832859,0.19868253,-0.15204023,-0.052224066,0.03058105,0.50889385,0.1747205,-0.07999876,-0.031136382,0.004762253,-0.12274642,0.12049316,0.014197497,-0.25631085,-0.046575814,0.41667974,-0.11606967,-0.004819824,-0.08828698,-0.048196953,-0.03162951,-0.53191745,0.0045561213,-0.12171282,0.19510752,0.07020071,0.3307145,0.19341016,-0.10348754,0.13174252,-0.09457466,0.19146158,0.20875762,0.34454715,-0.21379147,0.23636185,-0.3375428,0.13580365,-0.48074695,0.3401758,0.1955973,-0.23598513,-0.22668137,-0.041530292,-0.22073516,0.018369464,-0.0072341585,-0.055510975,-0.06968315,-0.115911216,-0.26909512,0.12952113,0.124036655,0.22060205,-0.094780676,0.005754699
ENSG00000003756,0.09615493,-0.22443563,0.056939196,0.107030116,-0.0025597843,0.12053107,-0.00092101976,0.27722037,0.019786427,-0.06466122,-0.17742838,0.015420894,-0.33883157,-0.015151704,0.049618885,-0.17810228,0.018882137,0.14238863,-0.007620497,-0.011748405,-0.13474882,-0.1913214,0.045378875,0.106552616,-0.0072687855,-0.09736317,-0.21136457,-0.11922961,-0.14607182,-0.06575871,-0.13747358,-0.030398957,0.027439341,0.06023077,0.17338173,0.17436758,0.21580954,0.120015666,-0.037340045,-0.13624904,-0.11845402,-0.1997205,0.14948794,0.22956157,-0.17902663,0.06775936,-0.06814398,0.027788246,0.047465384,0.16245243,-0.22575592,-0.09673228,0.014099611,-0.18047479,-0.23761544,-0.12932934,-0.002263457,-0.3390382,0.27240214,0.073230304,0.1367501,0.045261536,0.1634368,-0.21687414
ENSG00000003987,0.1822794,-0.08569381,0.045256034,-0.009992734,-0.03984418,0.07507468,0.020255236,0.12167809,0.00012446131,-0.16552505,-0.14736466,0.146224,0.06459157,0.25508747,-0.119082026,0.09424803,0.017320035,-0.21070275,0.113144904,0.09742097,-0.19188376,-0.09405829,0.083564386,0.08893626,-0.26109192,0.026549617,0.22232164,0.26636955,0.07639472,-0.10031713,0.035691507,0.23388535,0.1354668,-0.12353547,-0.07169717,0.019520111,0.234297,-0.082503535,-0.15644166,0.02777094,-0.18047516,0.02077271,-0.076393925,-0.07666999,0.078264706,0.15763418,-0.115605034,0.19917983,-0.030821586,-0.09748284,-0.13486843,-0.001929013,0.054398708,-0.0406598,-0.030491995,0.020151947,0.0309951,-0.020363603,0.020024108,-0.0009762411,0.073650695,-0.041028198,0.11898773,-0.020283824
ENSG00000003989,-0.16794409,-0.05073454,0.01530771,0.14056064,-0.058160014,-0.05323884,0.16854075,0.2500576,0.19822204,-0.33834866,-0.21548001,0.17401485,0.13272008,0.16509819,-0.18138652,0.1253859,-0.0450136,0.1080187,-0.059736345,0.08783907,-0.027193593,-0.1710143,-0.39049587,0.23345836,-0.11651483,0.045416646,-0.21090595,0.07449506,0.013118448,0.05676579,0.094650656,0.28286666,0.07659401,-0.018560272,0.005950498,-0.11791296,-0.019742206,-0.01786939,-0.91251075,0.19743076,-0.18477973,-0.047823537,8.147549e-05,-0.08188829,0.024622168,0.025995998,-0.17107643,0.33261618,-0.07604711,-0.30044588,-0.21956837,0.048593007,0.07113862,0.230462,-0.040488645,-0.06160756,0.54636806,0.1461374,-0.108349256,-0.057061657,0.13324206,-0.107767686,0.100142516,0.046980284
